          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   42.71 489 20.38    10.70  83  0.86 
   33.72 668 21.98    12.73 107  1.33 
   34.21 736 24.60     7.27   4  0.03 
   34.25 500 16.72    10.37  20  0.20 
   42.62 783 32.58   108.32  57  6.03 
  115.60 220 24.81    29.00 139  3.95 
  204.19 128 25.60    33.34  57  1.85 
   63.18 395 24.39     7.91  28  0.22 
   52.69 511 26.28    15.65 104  1.58 
   87.32 288 24.53     9.78 100  0.95 
  134.77 172 22.69     4.42   8  0.03 
   41.96 600 24.59     4.43  15  0.06 
   34.82 817 27.77     4.43  19  0.08 
   32.00 934 29.19     6.24  20  0.12 
   31.96 990 30.91    10.91  44  0.47 
   35.66 721 25.10     7.33  73  0.52 
   39.92 780 30.42     8.65  34  0.29 
   40.75 526 20.92     8.15 229  1.83 
   42.98 615 25.82     8.56 208  1.74 
   44.66 552 24.06     8.72 111  0.94 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   36.33 699 24.80    10.54 122  1.26 
   31.43 1065 32.69     9.23  61  0.55 
   36.19 917 32.41    19.72  47  0.91 
   31.79 1015 31.52     7.97  27  0.21 
   36.98 1046 37.79     9.45  55  0.51 
   38.95 693 26.37     8.00   7  0.06 
   42.70 470 19.59   276.53   3  0.81 
   37.12 658 23.85     0.00   0  0.00 
   30.92 861 26.01    11.51  20  0.22 
   40.22 755 29.66     0.00   0  0.00 
   31.93 1109 34.59     8.00   5  0.04 
   30.40 1168 34.67    18.63  94  1.71 
   35.58 901 31.29     9.84  94  0.90 
   41.72 727 29.62     9.79  97  0.93 
   38.17 698 26.03    11.31 117  1.29 
   40.38 484 19.10    10.24  77  0.77 
   39.51 778 30.01    11.20  54  0.59 
   35.66 947 32.99    10.70  64  0.67 
   32.80 992 31.77    11.32  52  0.58 
   30.41 1214 36.06     8.00  36  0.28 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   33.97 1010 33.50    12.28  68  0.81 
   30.37 1341 39.76    10.33  73  0.73 
   52.54 485 24.90     8.00  30  0.23 
   43.19 606 25.57    10.96  59  0.63 
   34.26 701 23.44    10.96  59  0.63 
   34.74 697 23.65    10.86  60  0.63 
   36.92 503 18.15    10.89  62  0.66 
   28.87 507 14.30    11.50  28  0.31 
   31.07 1536 46.60    10.51  69  0.71 
   38.00 922 34.21    10.91  60  0.63 
   41.51 698 28.30    11.39  52  0.57 
   47.18 537 24.73     8.00  39  0.30 
   35.24 822 28.29    10.66  65  0.67 
   37.49 770 28.18    11.54  69  0.78 
   38.43 633 23.76    11.07  56  0.61 
   38.80 676 25.61    10.67  65  0.68 
   33.18 752 24.35     8.86  82  0.71 
   38.47 621 23.34     8.00 125  0.98 
   35.33 1257 43.36     8.00 129  1.01 
   43.30 747 31.60    18.15 142  2.52 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   34.97 704 24.05     8.65  73  0.62 
   33.58 991 32.48     9.59  90  0.84 
   40.69 653 25.96    28.23  50  1.39 
   40.39 697 27.48     9.24  96  0.87 
   40.09 703 27.54     9.81 123  1.18 
   54.00 438 23.09    11.75  31  0.36 
   39.15 564 21.55    10.43 154  1.57 
   36.25 697 24.66   115.67  75  8.45 
   33.70 755 24.83   172.31  90 15.08 
   34.37 769 25.82    15.93 226  3.52 
   32.78 757 24.25     9.05 180  1.59 
   33.20 1091 35.37     9.58 260  2.43 
   33.22 1080 35.02    23.69 166  3.83 
   51.77 560 28.30    69.49 169 11.44 
   39.17 688 26.30    32.93 137  4.42 
   41.58 671 27.26    10.76 124  1.30 
   40.16 621 24.37    11.42 152  1.69 
   45.82 582 26.03    10.93 117  1.25 
   43.05 546 22.97    11.29 151  1.67 
   38.77 636 24.07    10.01 170  1.66 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   44.86 449 19.66     9.27 143  1.30 
   41.69 500 20.37    10.53 136  1.40 
   36.59 734 26.22     9.46 117  1.08 
   30.69 1088 32.60     8.00 129  1.01 
   41.36 680 27.46     8.41 129  1.06 
   32.70 1166 37.25     9.34 128  1.17 
   37.90 753 27.86    11.55 147  1.65 
   34.32 861 28.85    11.59 145  1.64 
   38.80 638 24.19    11.48 149  1.67 
   50.03 372 18.17    11.11 111  1.21 
   48.51 313 14.83    12.26 128  1.53 
   42.49 444 18.41    11.68 141  1.61 
   44.29 589 25.45    11.54 147  1.65 
   42.49 658 27.28    11.54 146  1.65 
   40.65 554 21.99    12.17 166  1.97 
   44.50 572 24.85    10.82 121  1.28 
   44.43 502 21.77    11.14 109  1.19 
   45.02 558 24.52     9.92 112  1.08 
   50.42 374 18.43    12.03 218  2.57 
   31.30 533 16.28    10.57 134  1.38 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   33.27 889 28.87     9.42 119  1.09 
   31.87 795 24.75     8.12 108  0.86 
   37.88 902 33.35    10.60 133  1.37 
   40.45 152  5.99    11.11 126  1.37 
   31.68 783 24.23    11.59 143  1.62 
   52.90 377 19.47    11.77 138  1.59 
   38.10 719 26.75     8.00 125  0.98 
   41.09 650 26.09    10.79 123  1.29 
   77.83 341 25.94    12.43 155  1.89 
   33.29 632 20.56    11.61 144  1.63 
   41.56 586 23.80    12.22 158  1.89 
   35.20 677 23.27    11.68 140  1.59 
   41.36 584 23.59    10.47 137  1.40 
   34.92 590 20.11    11.44 148  1.65 
   55.01 393 21.09     9.61 184  1.73 
   41.14 458 18.38    11.40 152  1.69 
   37.65 538 19.77    12.00 134  1.57 
   57.03 356 19.80     8.85 202  1.75 
   42.80 392 16.37    11.98 173  2.03 
   40.39 523 20.64    12.03 216  2.53 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   45.43 443 19.65    11.77 184  2.11 
   51.06 510 25.44    13.00 311  3.96 
   61.12 338 20.20    10.81 173  1.82 
   54.96 399 21.43     9.64 107  1.01 
   51.34 471 23.62    10.97 174  1.86 
   54.50 464 24.68    11.60 144  1.63 
   79.22 192 14.87    11.84 135  1.56 
   62.60 324 19.78    12.22 164  1.95 
   41.09 623 25.01    10.71 127  1.33 
   53.16 388 20.12    12.46 152  1.85 
  265.65  97 25.05    10.87 119  1.26 
   76.67 347 25.96    11.36 153  1.70 
   97.19 173 16.46    12.17 139  1.65 
  485.12  39 18.66     8.00 102  0.80 
  440.71  31 13.17    10.99 117  1.26 
  138.55 109 14.80    11.61 134  1.52 
  575.69  26 14.50    11.91  90  1.04 
  581.92  43 24.43    10.64 130  1.35 
  185.27 122 21.99     8.00 131  1.02 
   46.12 359 16.17    11.70 141  1.61 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  492.12  13  6.34    12.36 159  1.92 
  353.93  60 20.66    12.96 164  2.08 
  159.61 103 16.02    12.27  81  0.97 
  551.23  37 19.70    12.95 140  1.77 
  560.94  37 20.05    12.85 178  2.24 
  602.25  25 14.82    12.93 176  2.23 
  574.61  23 12.90    12.34  80  0.97 
  137.99 104 14.06    11.94  87  1.01 
   86.23 277 23.29    12.82 133  1.66 
   53.09 309 16.03    11.89 134  1.55 
   53.95 324 17.09    14.28 149  2.08 
  436.06  43 18.14    14.67 260  3.72 
   53.97 325 17.12    14.61 210  2.99 
   48.51 374 17.72    14.62 183  2.61 
   71.87 256 17.96    12.76 230  2.86 
  103.71 202 20.42    11.95 132  1.54 
  633.51  39 24.00    12.89 177  2.23 
  371.52  72 26.26    12.93 140  1.77 
  121.07 196 23.17    13.36 194  2.53 
   94.73 188 17.39    11.29 106  1.17 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
  139.44 143 19.41    15.63  21  0.32 
  179.74  68 12.00     0.00   0  0.00 
  278.49  76 20.77     0.00   0  0.00 
  215.82  87 18.28     0.00   0  0.00 
  228.39  81 17.97     0.00   0  0.00 
  140.59 158 21.63     0.00   0  0.00 
   75.84 236 17.47     0.00   0  0.00 
   50.20 228 11.19     0.00   0  0.00 
  213.01  87 18.09     0.00   0  0.00 
   40.38 391 15.42     0.00   0  0.00 
   50.10 325 15.92     0.00   0  0.00 
   86.07 264 22.15     0.00   0  0.00 
   38.70 610 23.06     0.00   0  0.00 
   50.55 495 24.45     0.00   0  0.00 
   68.85 274 18.43     0.00   0  0.00 
   92.10 183 16.49     0.00   0  0.00 
   87.44 187 15.95     0.00   0  0.00 
   52.45 394 20.16     0.00   0  0.00 
   52.73 467 24.05     0.00   0  0.00 
   37.33 724 26.39     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   35.34 747 25.78    12.77   3  0.03 
  187.80 139 25.52     0.00   0  0.00 
   36.68 683 24.48     0.00   0  0.00 
   38.58 743 27.99     0.00   0  0.00 
   61.29 410 24.54    19.18  23  0.43 
   48.61 567 26.90     0.00   0  0.00 
   63.43 426 26.37     9.00   1  0.01 
  275.66  71 19.00     0.00   0  0.00 
  153.84 135 20.28     0.00   0  0.00 
   52.14 553 28.16     0.00   0  0.00 
   84.89 266 22.01     0.00   0  0.00 
   54.99 375 20.13     0.00   0  0.00 
   53.07 322 16.69     0.00   0  0.00 
  108.56 194 20.52     0.00   0  0.00 
   53.43 429 22.39     0.00   0  0.00 
   63.87 338 21.07     0.00   0  0.00 
   62.08 613 37.14     0.00   0  0.00 
   39.78 596 23.16     0.00   0  0.00 
   42.63 565 23.54     0.00   0  0.00 
   44.23 499 21.54     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   73.01 324 23.07     0.00   0  0.00 
   44.84 495 21.68     0.00   0  0.00 
   46.84 368 16.85     0.00   0  0.00 
   67.53 410 27.03     0.00   0  0.00 
   39.65 588 22.77     0.00   0  0.00 
   37.01 656 23.69     0.00   0  0.00 
  140.26 103 14.13     0.00   0  0.00 
   46.67 458 20.89     0.00   0  0.00 
   44.67 430 18.77     0.00   0  0.00 
   42.17 610 25.11     0.00   0  0.00 
   72.20 755 53.22     0.00   0  0.00 
   82.36 904 72.72     0.00   0  0.00 
   86.36 159 13.40     0.00   0  0.00 
  108.03 248 26.15     0.00   0  0.00 
   21.23 1717 35.61     0.00   0  0.00 
   44.13 939 40.48     0.00   0  0.00 
   42.77 855 35.70     0.00   0  0.00 
   31.47 1557 47.84     0.00   0  0.00 
   40.32 1149 45.26     0.00   0  0.00 
   70.06 361 24.68     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   49.12 283 13.57     0.00   0  0.00 
   70.15 681 46.63     0.00   0  0.00 
   47.04 439 20.17     0.00   0  0.00 
   30.00 951 27.88     0.00   0  0.00 
   30.77 1338 40.21     0.00   0  0.00 
   41.42 945 38.24     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   13.09   9  0.12     0.00   0  0.00 
   28.00   1  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   34.67   1  0.02     0.00   0  0.00 
   15.75   6  0.10     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   22.71  33  0.74     0.00   0  0.00 
    5.00   2  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   30.00   5  0.14     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    7.88  20  0.15     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   13.96  18  0.24     0.00   0  0.00 
   17.27  21  0.35     0.00   0  0.00 
    9.50  53  0.50     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   50.00   0  0.02     0.00   0  0.00 
   12.50   2  0.02     0.00   0  0.00 
   14.25  64  0.89     0.00   0  0.00 
   18.00   1  0.01     0.00   0  0.00 
    5.33   2  0.01     0.00   0  0.00 
   18.00   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   37.33   4  0.13     0.00   0  0.00 
   11.07   9  0.10     0.00   0  0.00 
   32.00   0  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   11.60   5  0.06     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   80.00   0  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   14.81  18  0.26     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   21.00   1  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   50.00   0  0.02     0.00   0  0.00 
   32.19   4  0.13     0.00   0  0.00 
   14.59  20  0.28     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   27.90  19  0.53     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00     0.00   0  0.00 
   20.00   1  0.02     0.00   0  0.00 
   20.73  10  0.21     0.00   0  0.00 
   97.33   1  0.06     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   1  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
   12.43  10  0.12     0.00   0  0.00 
   21.66   6  0.12     0.00   0  0.00 
   10.62  11  0.11     0.00   0  0.00 
   20.09  35  0.69     0.00   0  0.00 
   71.13  17  1.21     0.00   0  0.00 
    4.00   1  0.00     0.00   0  0.00 
   21.24  20  0.41     0.00   0  0.00 
    6.67   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   26.62   5  0.14     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   11.73   4  0.05     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    8.00   0  0.00     0.00   0  0.00 
   13.33   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   15.11  13  0.19     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   16.00   1  0.02     0.00   0  0.00 
   13.33   1  0.01     0.00   0  0.00 
   14.67   7  0.10     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   14.36  31  0.43     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   21.21   7  0.14     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   27.39  20  0.54     0.00   0  0.00 
    4.00   1  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   80.00   0  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   12.67   4  0.05     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   41.41   3  0.14     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
   11.47   4  0.04     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   18.00   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   34.67   1  0.02     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
   13.98  24  0.33     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   27.36   5  0.13     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   12.88   5  0.06     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    8.80   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   17.09  11  0.18     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    5.33   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   13.14   9  0.11     0.00   0  0.00 
   25.66   6  0.15     0.00   0  0.00 
   15.64   2  0.03     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   34.67   1  0.02     0.00   0  0.00 
   20.05  31  0.60     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   12.11  19  0.22     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   19.53   9  0.16     0.00   0  0.00 
    6.00   1  0.01     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   14.55  15  0.22     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   35.11   4  0.12     0.00   0  0.00 
   15.33  11  0.17     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   16.89   2  0.03     0.00   0  0.00 
   10.50   2  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   23.62  29  0.66     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   15.51  22  0.34     0.00   0  0.00 
   34.95   4  0.13     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   80.00   0  0.02     0.00   0  0.00 
   15.25  15  0.23     0.00   0  0.00 
    8.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   24.00   0  0.00     0.00   0  0.00 
   12.40   7  0.08     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   14.31  22  0.31     0.00   0  0.00 
   29.04   5  0.15     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    6.00   0  0.00     0.00   0  0.00 
    5.14   1  0.01     0.00   0  0.00 
   12.20   6  0.07     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    4.00   1  0.00     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
   14.16  20  0.27     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    6.00   0  0.00     0.00   0  0.00 
   80.00   0  0.02     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   37.89   4  0.14     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   11.73   4  0.05     0.00   0  0.00 
    6.67   2  0.01     0.00   0  0.00 
    6.15   3  0.02     0.00   0  0.00 
    8.96  10  0.09     0.00   0  0.00 
    9.40   4  0.04     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   19.52  44  0.84     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     8.00   0  0.00 
   12.57   8  0.10     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
   16.67  11  0.19    14.50   4  0.06 
    0.00   0  0.00     0.00   0  0.00 
   39.28   8  0.30     0.00   0  0.00 
   20.00   0  0.01     0.00   0  0.00 
  148.99  19  2.82     0.00   0  0.00 
    5.25   3  0.02     0.00   0  0.00 
   11.44  11  0.12     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
    0.00   0  0.00     0.00   0  0.00 
   15.43   1  0.02     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   14.33  12  0.17     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   17.25  28  0.48     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   19.84  10  0.20     8.40 105  0.86 
   14.37  48  0.68     9.87 185  1.79 
    8.95   6  0.05     8.38 197  1.61 
    0.00   0  0.00     8.37 203  1.66 
    5.00   2  0.01     9.12 210  1.87 
          disk0           disk1 
    KB/t tps  MB/s     KB/t tps  MB/s 
   15.78  24  0.37     9.15 200  1.79 
    9.71   3  0.03     8.35 221  1.80 
   14.74  45  0.65     9.60  45  0.42 
    5.16  51  0.26     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
    0.00   0  0.00     0.00   0  0.00 
   21.21  39  0.81     0.00   0  0.00 
   42.00   0  0.02     0.00   0  0.00 
   20.00   0  0.00     0.00   0  0.00 
    4.00   0  0.00     0.00   0  0.00 
